 A(*, *)
 matr[          20 ,           19 ] =                 (-34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          20 ,           20 ] =                  (70048.2850890801692445918463025013380,0.00000000000000000000000000000000000)
 matr[          20 ,           21 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           22 ] =                  (34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          20 ,           23 ] =                 (-34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          20 ,           24 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           25 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           26 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           27 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           28 ] =                 (-25.0000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           29 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           30 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           31 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           32 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           33 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           34 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           35 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           36 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           37 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           38 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           39 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          20 ,           40 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            1 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            2 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            3 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            4 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            5 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            6 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            7 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            8 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,            9 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           10 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           11 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           12 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           13 ] =                 (-15.0000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           14 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           15 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           16 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           17 ] =                  (34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          21 ,           18 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           19 ] =                 (-34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          21 ,           20 ] =                  (34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          21 ,           21 ] =                  (35384.3060895248674604437354439822782,0.00000000000000000000000000000000000)
 matr[          21 ,           22 ] =                 (-680.624980330467366229640902020037174,0.00000000000000000000000000000000000)
 matr[          21 ,           23 ] =                 (-11945600.8368923733091129298798926122,0.00000000000000000000000000000000000)
 matr[          21 ,           24 ] =                  (34663.6811091944000942140945419622411,0.00000000000000000000000000000000000)
 matr[          21 ,           25 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           26 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           27 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           28 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           29 ] =                 (-25.0000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           30 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           31 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           32 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
 matr[          21 ,           33 ] =                  (0.00000000000000000000000000000000000,0.00000000000000000000000000000000000)
